id,title,house_type,house_address,rent_fee,image,owner_id
971,Bitchip,D,2021-12-26 01:19:05 -0500,54070,http://dummyimage.com/149x100.png/cc0000/ffffff,58
972,Sonair,A,2021-12-26 13:26:36 -0500,55326,http://dummyimage.com/227x100.png/5fa2dd/ffffff,60
973,Otcom,D,2021-12-23 17:43:46 -0500,96725,http://dummyimage.com/244x100.png/5fa2dd/ffffff,44
974,It,A,2021-12-24 08:39:14 -0500,82568,http://dummyimage.com/172x100.png/5fa2dd/ffffff,3
975,Viva,A,2021-12-26 12:56:23 -0500,65681,http://dummyimage.com/161x100.png/cc0000/ffffff,89
976,Lotlux,B,2021-12-26 01:14:45 -0500,95224,http://dummyimage.com/161x100.png/dddddd/000000,15
977,Kanlam,A,2021-12-24 01:32:33 -0500,76165,http://dummyimage.com/111x100.png/5fa2dd/ffffff,9
978,Home Ing,A,2021-12-23 06:46:12 -0500,56245,http://dummyimage.com/219x100.png/ff4444/ffffff,83
979,Bytecard,A,2021-12-25 15:43:35 -0500,29578,http://dummyimage.com/189x100.png/cc0000/ffffff,28
980,Ronstring,A,2021-12-22 23:29:20 -0500,91027,http://dummyimage.com/113x100.png/ff4444/ffffff,96
981,Y-Solowarm,B,2021-12-25 10:02:38 -0500,91063,http://dummyimage.com/115x100.png/cc0000/ffffff,18
982,Overhold,B,2021-12-23 20:35:37 -0500,15844,http://dummyimage.com/147x100.png/cc0000/ffffff,13
983,Hatity,E,2021-12-25 16:49:02 -0500,80992,http://dummyimage.com/218x100.png/cc0000/ffffff,14
984,Tresom,C,2021-12-24 11:32:55 -0500,12642,http://dummyimage.com/145x100.png/ff4444/ffffff,39
985,Tresom,A,2021-12-23 07:12:22 -0500,33696,http://dummyimage.com/222x100.png/ff4444/ffffff,55
986,Keylex,A,2021-12-22 19:04:06 -0500,59244,http://dummyimage.com/221x100.png/cc0000/ffffff,5
987,Kanlam,C,2021-12-27 05:32:31 -0500,32254,http://dummyimage.com/157x100.png/5fa2dd/ffffff,26
988,Fixflex,A,2021-12-25 16:12:21 -0500,98602,http://dummyimage.com/135x100.png/5fa2dd/ffffff,21
989,Transcof,D,2021-12-24 12:43:12 -0500,27671,http://dummyimage.com/239x100.png/dddddd/000000,79
990,Daltfresh,C,2021-12-25 23:46:48 -0500,36513,http://dummyimage.com/223x100.png/5fa2dd/ffffff,74
991,Aerified,B,2021-12-24 17:16:24 -0500,43343,http://dummyimage.com/117x100.png/ff4444/ffffff,40
992,Job,A,2021-12-25 12:37:22 -0500,32006,http://dummyimage.com/223x100.png/ff4444/ffffff,88
993,Hatity,B,2021-12-24 12:45:31 -0500,98047,http://dummyimage.com/144x100.png/5fa2dd/ffffff,50
994,Subin,A,2021-12-23 21:02:43 -0500,49867,http://dummyimage.com/163x100.png/ff4444/ffffff,89
995,Sonair,D,2021-12-24 02:27:01 -0500,44693,http://dummyimage.com/102x100.png/cc0000/ffffff,15
996,Zoolab,C,2021-12-27 02:12:16 -0500,15302,http://dummyimage.com/182x100.png/dddddd/000000,20
997,Job,A,2021-12-27 00:49:25 -0500,53298,http://dummyimage.com/237x100.png/cc0000/ffffff,26
998,Flexidy,B,2021-12-27 00:11:12 -0500,56650,http://dummyimage.com/219x100.png/dddddd/000000,82
999,Alphazap,A,2021-12-24 23:38:06 -0500,57388,http://dummyimage.com/234x100.png/cc0000/ffffff,60
1000,Transcof,B,2021-12-23 08:43:02 -0500,38829,http://dummyimage.com/193x100.png/ff4444/ffffff,9
1001,Sonair,C,2021-12-23 07:06:37 -0500,37570,http://dummyimage.com/210x100.png/dddddd/000000,12
1002,Treeflex,B,2021-12-25 17:11:11 -0500,60456,http://dummyimage.com/196x100.png/dddddd/000000,88
1003,Job,C,2021-12-23 11:11:41 -0500,45817,http://dummyimage.com/124x100.png/ff4444/ffffff,94
1004,Domainer,A,2021-12-22 19:09:56 -0500,77048,http://dummyimage.com/146x100.png/cc0000/ffffff,57
