id,title,location,area,baths,beds,garages,house_type,cost,image,status,slug,owner_id,created_at
100,"1317 Sq Ft Nice Apartment Is Up For Sale In Ranavola, Sector 10, Uttara.","Ranavola, Sector 10, Uttara, Dhaka","1,317",2,2,1,se,450000,image/101.png,0,"1317 Sq Ft Nice Apartment Is Up For Sale In Ranavola, Sector 10, Uttara.",20,2021-01-5 15:08:13.753592
101,A Modern Well-planned Flat Of 1306 Sq Ft Is Up For Sale Is Situated In Uttara Ranavola- Block D,"Ranavola, Sector 10, Uttara, Dhaka","1,306",4,3,2,re,4500000,image/102.png,1,A Modern Well-planned Flat Of 1306 Sq Ft Is Up For Sale Is Situated In Uttara Ranavola- Block D,78,2021-01-15 15:08:13.753592
102,A Nice Apartment Of 926 Sq Ft Is Up For Sale At Kathalbagan,"Kathalbagan, Dhaka",926,3,3,2,re,900000,image/103.png,1,A Nice Apartment Of 926 Sq Ft Is Up For Sale At Kathalbagan,42,2021-01-5 15:08:13.753592
103,1558 Square Feet Residential Apartment Is Up For Sale In Bashundhara R-a,"Block I, Bashundhara R-A, Dhaka","1,558",4,4,0,sh,9000000,image/104.png,1,1558 Square Feet Residential Apartment Is Up For Sale In Bashundhara R-a,26,2022-01-15 12:08:13.753592
104,A Beautiful Apartment In Banasree Near Advance Hospital Ltd. Is Up For Sale,"Block F, Banasree, Dhaka","1,220",3,3,3,sh,400000,image/105.png,1,A Beautiful Apartment In Banasree Near Advance Hospital Ltd. Is Up For Sale,91,2021-01-5 15:08:13.753592
105,1495 Sq Ft Flat Is Up For Sale In Mohammadpur,"PC Culture Housing, Mohammadpur, Dhaka","1,495",3,3,3,re,4000000,image/106.png,0,1495 Sq Ft Flat Is Up For Sale In Mohammadpur,18,2022-01-15 12:08:13.753592
106,"Well-fitted Residential Apartment Is Here Sited At Uttara -10, Featuring Impressive 1288 Sq Ft Space For Sale","Ranavola, Sector 10, Uttara, Dhaka","1,288",2,3,1,se,18000,image/107.png,0,"Well-fitted Residential Apartment Is Here Sited At Uttara -10, Featuring Impressive 1288 Sq Ft Space For Sale",35,2021-01-15 15:08:13.753592
107,"A 1420 Square Feet Spacious Residential Apartment For Sale At Bashundhara R-A, Block F .","Block F, Bashundhara R-A, Dhaka","1,420",2,3,3,se,180000,image/108.png,1,"A 1420 Square Feet Spacious Residential Apartment For Sale At Bashundhara R-A, Block F .",29,2021-01-15 15:08:13.753592
108,Visit This 1048 Square Feet Apartment For Sale In Faydabad Near Faidabad Govt. Primary School,"Faydabad, Dakshin Khan, Dhaka","1,048",3,3,3,sh,29900,image/109.png,1,Visit This 1048 Square Feet Apartment For Sale In Faydabad Near Faidabad Govt. Primary School,56,2022-01-15 12:08:13.753592
109,"In The Location Of North Adabor, 3-Bedroom Apartment Is Up For Sale Near Adabor Ideal School","North Adabor, Adabor, Dhaka",840,3,3,0,re,299000,image/110.png,0,"In The Location Of North Adabor, 3-Bedroom Apartment Is Up For Sale Near Adabor Ideal School",63,2021-01-15 15:08:13.753592
110,Attention Home Finders! A 1736 Sq. ft Flat Is Up For Sale At Banani Next To Banani Chairmanbari Masjid.,"Banani, Dhaka","1,736",4,4,1,re,520000,image/111.png,1,Attention Home Finders! A 1736 Sq. ft Flat Is Up For Sale At Banani Next To Banani Chairmanbari Masjid.,83,2021-01-5 15:08:13.753592
111,We Bring You An Excellent Flat Of 1239 Sq Ft For Sale In Uttara Sector 10.,"Ranavola, Sector 10, Uttara, Dhaka","1,239",3,3,0,se,5200000,image/112.png,0,We Bring You An Excellent Flat Of 1239 Sq Ft For Sale In Uttara Sector 10.,70,2021-01-5 15:08:13.753592
112,"1105 Sq Ft Flat For Sale In Mohammadpur, Pc Culture Housing","PC Culture Housing, Mohammadpur, Dhaka","1,105",3,3,2,se,450000,image/113.png,0,"1105 Sq Ft Flat For Sale In Mohammadpur, Pc Culture Housing",54,2021-01-5 15:08:13.753592
113,2280 Sq Ft Residential Apartment For Sale At Dhanmondi,"Dhanmondi, Dhaka","2,280",2,3,2,re,4500000,image/114.png,1,2280 Sq Ft Residential Apartment For Sale At Dhanmondi,97,2021-01-5 15:08:13.753592
114,"Experience The Ultimate Luxury Lifestyle Here In This Uttara -10 , 1517 Sq. Ft Home","Sector 10, Uttara, Dhaka","1,517",2,2,1,se,300000,image/115.png,0,"Experience The Ultimate Luxury Lifestyle Here In This Uttara -10 , 1517 Sq. Ft Home",34,2021-01-15 15:08:13.753592
115,Well Planned Apartment For Sale In Adabor Nearby Baitul Aman Housing Society Jame Mosque,"Baitul Aman Housing Society, Adabor, Dhaka","1,075",1,2,3,re,3000000,image/116.png,0,Well Planned Apartment For Sale In Adabor Nearby Baitul Aman Housing Society Jame Mosque,53,2022-01-15 12:08:13.753592
116,A 950 Square Feet Residential Apartment For Sale Next To Nobodoy Block-C Jame Masjid,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",950,3,3,0,sh,34500,image/117.png,0,A 950 Square Feet Residential Apartment For Sale Next To Nobodoy Block-C Jame Masjid,58,2021-01-5 15:08:13.753592
117,Worthy 350 SQ FT residence is for sale at Shyampur,"Karimullah Bag, Postagola, Shyampur, Dhaka",350,3,3,1,re,345000,image/118.png,1,Worthy 350 SQ FT residence is for sale at Shyampur,82,2021-01-5 15:08:13.753592
118,This 1750 Sq Ft Flat Which Is Available For Sale In Motijheel,"Motijheel Extension, Motijheel, Dhaka","1,750",2,2,2,re,300000,image/119.png,0,This 1750 Sq Ft Flat Which Is Available For Sale In Motijheel,29,2022-01-15 12:08:13.753592
119,1220 Square Feet Apartment Is Ready For Sale In Mirpur-2,"Block Cha, Section 2, Mirpur, Dhaka","1,220",2,2,1,sh,3000000,image/120.png,1,1220 Square Feet Apartment Is Ready For Sale In Mirpur-2,100,2021-01-5 15:08:13.753592
120,"800 Square Feet Apartment Is Up For Sale In Section 11, Mirpur","Lalmati, Block E, Section 11, Mirpur, Dhaka",800,3,3,0,sh,908800,image/121.png,1,"800 Square Feet Apartment Is Up For Sale In Section 11, Mirpur",63,2021-21-15 15:08:13.753592
121,950 Square Feet Apartment For Sale In Mirpur,"Lalmati, Block E, Section 11, Mirpur, Dhaka",950,2,2,2,re,9088000,image/122.png,0,950 Square Feet Apartment For Sale In Mirpur,57,2021-01-15 15:08:13.753592
122,Grab A 1665 Sq Ft Residence For Sale At Uttara Sector 5,"Sector 5, Uttara, Dhaka","1,665",2,2,0,se,908800,image/123.png,1,Grab A 1665 Sq Ft Residence For Sale At Uttara Sector 5,35,2022-01-15 12:08:13.753592
123,This 1149 Sq. Ft Flat For Sale In Narinda is Available Now,"Narinda, Sutrapur, Dhaka","1,149",2,3,2,se,9088000,image/124.png,0,This 1149 Sq. Ft Flat For Sale In Narinda is Available Now,21,2022-01-15 12:08:13.753592
124,Express Your Individuality At This 1149 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Narinda,"Narinda, Sutrapur, Dhaka","1,149",3,3,3,se,860200,image/125.png,1,Express Your Individuality At This 1149 Sq. ft Apartment Which Is Vacant For Sale In The Location Of Narinda,91,2022-01-15 12:08:13.753592
125,"Attention! A 1066 Sq. Ft Flat Is Up For Sale At Narinda, This Is What You’ve Been Searching For As Your New Home!","Narinda, Sutrapur, Dhaka","1,066",3,3,0,se,8602000,image/126.png,0,"Attention! A 1066 Sq. Ft Flat Is Up For Sale At Narinda, This Is What You’ve Been Searching For As Your New Home!",35,2021-01-5 15:08:13.753592
126,Visit This Apartment For Sale In Kathalbagan Near Baitul Falah Jame Masjid,"Kathalbagan, Dhaka","1,359",3,3,3,re,827500,image/127.png,1,Visit This Apartment For Sale In Kathalbagan Near Baitul Falah Jame Masjid,83,2021-21-15 15:08:13.753592
127,Check This Fine Looking Flat Of 1412 Sq Ft Offered For Sale At West Shewrapara,"West Shewrapara, Mirpur, Dhaka","1,412",3,3,0,re,8275000,image/128.png,0,Check This Fine Looking Flat Of 1412 Sq Ft Offered For Sale At West Shewrapara,79,2021-21-15 15:08:13.753592
128,In The Location Of Shiddheswari An Amazing 1275 Sq. Ft House Is For Sale,"Shiddheswari, Dhaka","1,275",2,2,0,sh,827500,image/129.png,0,In The Location Of Shiddheswari An Amazing 1275 Sq. Ft House Is For Sale,25,2022-01-15 12:08:13.753592
129,A 1220 Square Feet Residential Apartment For Sale Next To Muslim para Jame Masjid At Madhya Ajampur .,"Madhya Ajampur, Dakshin Khan, Dhaka","1,220",3,3,1,se,8275000,image/130.png,1,A 1220 Square Feet Residential Apartment For Sale Next To Muslim para Jame Masjid At Madhya Ajampur .,12,2021-21-15 15:08:13.753592
130,Apartment for Sale in Mohammadpur nearby Mohammadpur Jame Masjid,"Mohammadpur, Dhaka",860,3,3,1,se,39000,image/131.png,0,Apartment for Sale in Mohammadpur nearby Mohammadpur Jame Masjid,37,2021-01-5 15:08:13.753592
131,A Well-constructed 1100 Sq Ft Flat Is For Sale In Maghbazar,"Nayatola, Maghbazar, Dhaka","1,100",3,3,1,re,390000,image/132.png,1,A Well-constructed 1100 Sq Ft Flat Is For Sale In Maghbazar,45,2021-21-15 15:08:13.753592
132,Looking For A Tasteful Home To Sale In Keraniganj,Dhaka,"1,100",3,3,0,sh,908800,image/133.png,0,Looking For A Tasteful Home To Sale In Keraniganj,34,2021-01-15 15:08:13.753592
133,"In An Urban Location And Reasonable Price, This 1100 Sq. Ft Flat Is Available For Sale In 14 No. Lalkhan Bazaar Ward","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram","1,100",3,3,3,re,9088000,image/134.png,1,"In An Urban Location And Reasonable Price, This 1100 Sq. Ft Flat Is Available For Sale In 14 No. Lalkhan Bazaar Ward",65,2021-01-15 15:08:13.753592
134,"See This 982 Sq. Ft Smartly Priced Apartment Which Is Up For Sale In North Maniknagar, That You Should Check","Maniknagar, Dhaka",982,3,3,0,re,16000,image/135.png,0,"See This 982 Sq. Ft Smartly Priced Apartment Which Is Up For Sale In North Maniknagar, That You Should Check",50,2021-21-15 15:08:13.753592
135,Check This 982 Sq. ft Home Which Is Up For Sale In North Maniknagar,"Maniknagar, Dhaka",982,3,3,3,sh,160000,image/136.png,0,Check This 982 Sq. ft Home Which Is Up For Sale In North Maniknagar,48,2021-01-15 15:08:13.753592
136,"1340 Sq Ft Nice Apartment Is Ready For Sale In Dakshin Khan, Madhya Ajampur","Madhya Ajampur, Dakshin Khan, Dhaka","1,340",3,3,0,re,860200,image/137.png,1,"1340 Sq Ft Nice Apartment Is Ready For Sale In Dakshin Khan, Madhya Ajampur",54,2021-01-5 15:08:13.753592
137,"1000 Square Feet Apartment Is All Set For For Sale In Mirpur, East Monipur, Kathal Tola Road","East Monipur, Mirpur, Dhaka","1,000",3,3,2,se,8602000,image/138.png,1,"1000 Square Feet Apartment Is All Set For For Sale In Mirpur, East Monipur, Kathal Tola Road",98,2021-21-15 15:08:13.753592
138,1441 Sq Ft Flat Is Up For Sale At Mohammadpur,"Katashur, Mohammadpur, Dhaka","1,441",3,3,3,se,788600,image/139.png,0,1441 Sq Ft Flat Is Up For Sale At Mohammadpur,50,2021-01-5 15:08:13.753592
139,1550 Sq Ft Nice Flat Is Up For Sale In Bashundhara Residential Area,"Block G, Bashundhara R-A, Dhaka","1,550",3,3,0,re,7886000,image/140.png,1,1550 Sq Ft Nice Flat Is Up For Sale In Bashundhara Residential Area,59,2021-21-15 15:08:13.753592
140,Ready Flat Of 1350 Sq Ft Is Now For Sale In Hazaribag,"Rayer Bazaar, Hazaribag, Dhaka","1,350",4,4,3,sh,827500,image/141.png,1,Ready Flat Of 1350 Sq Ft Is Now For Sale In Hazaribag,9,2021-01-15 15:08:13.753592
141,An 1100 Square Ft Apartment Is For Sale At Banasree Block C Extension,"Block C Extension, Banasree, Dhaka","1,100",4,4,2,sh,8275000,image/142.png,1,An 1100 Square Ft Apartment Is For Sale At Banasree Block C Extension,27,2021-01-5 15:08:13.753592
142,1960 Sq Ft Flat Is Now For Sale Which Is In Bashundhara R-a,"Block I, Bashundhara R-A, Dhaka","1,960",2,2,3,se,788600,image/143.png,0,1960 Sq Ft Flat Is Now For Sale Which Is In Bashundhara R-a,81,2021-01-5 15:08:13.753592
143,A Well-constructed 1960 Sq Ft Flat Is For Sale In Bashundhara R-a,"Block I, Bashundhara R-A, Dhaka","1,960",2,2,1,se,7886000,image/144.png,1,A Well-constructed 1960 Sq Ft Flat Is For Sale In Bashundhara R-a,77,2022-01-15 12:08:13.753592
144,Worthy 1000 Sq Ft Residence Is For Sale At Bashundhara R-a,"Block I, Bashundhara R-A, Dhaka","1,000",2,3,3,sh,400000,image/145.png,0,Worthy 1000 Sq Ft Residence Is For Sale At Bashundhara R-a,96,2021-21-15 15:08:13.753592
145,1320 Square Feet Apartment For Sale In Shyampur,"Gandaria, Sutrapur, Dhaka","1,320",3,3,0,sh,4000000,image/146.png,1,1320 Square Feet Apartment For Sale In Shyampur,88,2021-01-5 15:08:13.753592
146,Check This 1087 Sq. ft Home Which Is Up For Sale In Narinda,"Narinda, Sutrapur, Dhaka","1,087",4,3,2,se,19000,image/147.png,0,Check This 1087 Sq. ft Home Which Is Up For Sale In Narinda,10,2021-21-15 15:08:13.753592
147,"Residential Apartment Of 1550 Sq Ft Is Available For Sale At Bashundhara R-A, Block F","Block F, Bashundhara R-A, Dhaka","1,550",2,2,0,re,190000,image/148.png,0,"Residential Apartment Of 1550 Sq Ft Is Available For Sale At Bashundhara R-A, Block F",55,2021-01-5 15:08:13.753592
148,"Make This 2275 Sq Ft Home Your Next Residing Location, Which Is Up For Sale In Bashundhara R-a","Block J, Bashundhara R-A, Dhaka","2,275",3,3,1,re,28200,image/149.png,1,"Make This 2275 Sq Ft Home Your Next Residing Location, Which Is Up For Sale In Bashundhara R-a",48,2021-01-5 15:08:13.753592
149,"Start Your New Home, In This Reasonable And Comfortable Flat Which Is Up For Sale In Chalabon , Nearby Haji Billet Ali School.","Chalabon, Dakshin Khan, Dhaka",800,3,3,1,re,282000,image/150.png,1,"Start Your New Home, In This Reasonable And Comfortable Flat Which Is Up For Sale In Chalabon , Nearby Haji Billet Ali School.",19,2022-01-15 12:08:13.753592
150,Offering You An 1100 Sq Ft Flat For Sale In Maghbazar,"Nayatola, Maghbazar, Dhaka","1,100",3,3,2,re,800000,image/151.png,0,Offering You An 1100 Sq Ft Flat For Sale In Maghbazar,13,2021-01-5 15:08:13.753592
151,Well Built Apartment Of 1842 Sq Ft Is Vacant For Sale At Uttara Sec- 12,"Sector 12, Uttara, Dhaka","1,842",3,3,0,se,8000000,image/152.png,1,Well Built Apartment Of 1842 Sq Ft Is Vacant For Sale At Uttara Sec- 12,47,2021-01-15 15:08:13.753592
152,1480 Square Feet Residential Flat For Sale In Badda,"South Badda, Badda, Dhaka","1,480",2,2,0,sh,26000,image/153.png,1,1480 Square Feet Residential Flat For Sale In Badda,33,2022-01-15 12:08:13.753592
153,1340 Sq. ft Apartment Is For Sale Close To Muslim para Jame Masjid At Madhya Ajampur,"Madhya Ajampur, Dakshin Khan, Dhaka","1,340",2,2,2,se,260000,image/154.png,0,1340 Sq. ft Apartment Is For Sale Close To Muslim para Jame Masjid At Madhya Ajampur,35,2021-01-5 15:08:13.753592
154,A 2.80 Katha Plot Is Ready For Sale At Purbachal American City,"Kanchan Pourashava, Kanchan, Rupganj, Narayanganj, Narayanganj City","2,016",2,2,2,re,817000,image/155.png,0,A 2.80 Katha Plot Is Ready For Sale At Purbachal American City,52,2022-01-15 12:08:13.753592
155,A Comfortable And Convenient 1180 Sq. Ft House Is Ready For Sale At North Maniknagar,"Maniknagar, Dhaka","1,180",2,3,3,se,8170000,image/156.png,0,A Comfortable And Convenient 1180 Sq. Ft House Is Ready For Sale At North Maniknagar,32,2022-01-15 12:08:13.753592
156,A Convenient And Well-constructed 998 Sq. Ft Flat Is For Sale At North Maniknagar,"Maniknagar, Dhaka",998,3,3,1,se,817000,image/157.png,0,A Convenient And Well-constructed 998 Sq. Ft Flat Is For Sale At North Maniknagar,24,2021-01-5 15:08:13.753592
157,Properly Designed This 1180 Square Feet Apartment Is Now Up For Sale In North Maniknagar,"Maniknagar, Dhaka","1,180",2,3,2,se,8170000,image/158.png,1,Properly Designed This 1180 Square Feet Apartment Is Now Up For Sale In North Maniknagar,40,2021-01-15 15:08:13.753592
158,"Looking For A Beautiful Flat For Sale In Tikatuli, Check This One Which Is 1215 Sq Ft","Tikatuli, Sutrapur, Dhaka","1,215",2,2,0,sh,757900,image/159.png,0,"Looking For A Beautiful Flat For Sale In Tikatuli, Check This One Which Is 1215 Sq Ft",9,2021-01-15 15:08:13.753592
159,This Spacious Flat Of 1280 Sq Ft Meeting Your Residential Concerns Is The Perfect Home,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,280",2,2,1,re,7579000,image/160.png,1,This Spacious Flat Of 1280 Sq Ft Meeting Your Residential Concerns Is The Perfect Home,61,2021-01-5 15:08:13.753592
160,This Beautiful Flat Of 1227 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In Uttara -10,"Ranavola, Sector 10, Uttara, Dhaka","1,227",1,2,3,re,817000,image/161.png,1,This Beautiful Flat Of 1227 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In Uttara -10,51,2021-01-5 15:08:13.753592
161,Available Residential Apartment At North Maniknagar Is Up For Sale,"Maniknagar, Dhaka",998,3,3,2,sh,8170000,image/162.png,0,Available Residential Apartment At North Maniknagar Is Up For Sale,49,2021-21-15 15:08:13.753592
162,Worthy 1058 Sq Ft Residence Is For Sale At Maghbazar,"Maghbazar, Dhaka","1,058",3,3,2,re,778199,image/163.png,1,Worthy 1058 Sq Ft Residence Is For Sale At Maghbazar,29,2021-01-5 15:08:13.753592
163,An Apartment Of 980 Sq Ft Is Waiting For Sale At Faridabad,"Gandaria, Sutrapur, Dhaka",980,4,4,1,se,7781999,image/164.png,0,An Apartment Of 980 Sq Ft Is Waiting For Sale At Faridabad,22,2021-21-15 15:08:13.753592
164,Cozy Living Space Is Waiting For Sale In Kakrail Which Is 1810 Sq Ft,"Kakrail, Dhaka","1,810",3,3,1,sh,781700,image/165.png,0,Cozy Living Space Is Waiting For Sale In Kakrail Which Is 1810 Sq Ft,74,2022-01-15 12:08:13.753592
165,"This Perfectly Designed Apartment Of 1500 Sq Ft For Sale In Central Road, Dhanmondi","Dhanmondi, Dhaka","1,500",4,4,3,se,7817000,image/166.png,1,"This Perfectly Designed Apartment Of 1500 Sq Ft For Sale In Central Road, Dhanmondi",58,2022-01-15 12:08:13.753592
166,2127 Sq Ft Flat Is Up For Sale In Dhanmondi,"Dhanmondi, Dhaka","2,127",3,3,2,re,820000,image/167.png,0,2127 Sq Ft Flat Is Up For Sale In Dhanmondi,24,2021-01-15 15:08:13.753592
167,A 1330 Square Ft. Apartment Is For Sale At Banasree,"Block B, Banasree, Dhaka","1,330",1,1,2,se,8200000,image/168.png,1,A 1330 Square Ft. Apartment Is For Sale At Banasree,97,2021-01-5 15:08:13.753592
168,This Large 4-Bedroom Flat Is Up For Sale In Dhanmondi,"Dhanmondi, Dhaka","2,653",2,2,1,se,900000,image/169.png,1,This Large 4-Bedroom Flat Is Up For Sale In Dhanmondi,78,2021-21-15 15:08:13.753592
169,"1186 Sq Ft Modest Apartment For Sale In Ranavola, Sector 10, Uttara","Ranavola, Sector 10, Uttara, Dhaka","1,186",4,3,1,se,9000000,image/170.png,0,"1186 Sq Ft Modest Apartment For Sale In Ranavola, Sector 10, Uttara",30,2021-01-5 15:08:13.753592
170,863 SQ FT Flat for Sale in Bashundhara R-A near NSU,"Block H, Bashundhara R-A, Dhaka",863,3,3,0,se,380000,image/171.png,1,863 SQ FT Flat for Sale in Bashundhara R-A near NSU,93,2021-21-15 15:08:13.753592
171,Well Planned Apartment Is Up For Sale In Mohammadpur Near Masjid Aat Takwah.,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",950,3,3,2,sh,3800000,image/172.png,0,Well Planned Apartment Is Up For Sale In Mohammadpur Near Masjid Aat Takwah.,36,2022-01-15 12:08:13.753592
172,An Amazing 2200 Sq Ft Duplex Is Up For Sale And All Set For You To Settle In,"Block H, Bashundhara R-A, Dhaka","2,200",3,3,1,re,757900,image/173.png,1,An Amazing 2200 Sq Ft Duplex Is Up For Sale And All Set For You To Settle In,24,2021-01-5 15:08:13.753592
173,1186 Sq Ft Flat With Amazing Features Is Up For Sale In Uttara-10,"Ranavola, Sector 10, Uttara, Dhaka","1,186",3,3,0,se,7579000,image/174.png,1,1186 Sq Ft Flat With Amazing Features Is Up For Sale In Uttara-10,31,2021-21-15 15:08:13.753592
174,Buy This Flat Summiting The Vision About Your Future Home In Uttara,"Ranavola, Sector 10, Uttara, Dhaka","1,221",3,3,2,sh,165000,image/175.png,0,Buy This Flat Summiting The Vision About Your Future Home In Uttara,82,2021-01-15 15:08:13.753592
175,"Grow Your Home In This 1288 Sq Ft Apartment Mingled With Your Interest In Uttara, Sector 10, Ranavola Road","Ranavola, Sector 10, Uttara, Dhaka","1,288",3,3,1,re,1650000,image/176.png,1,"Grow Your Home In This 1288 Sq Ft Apartment Mingled With Your Interest In Uttara, Sector 10, Ranavola Road",56,2021-01-15 15:08:13.753592
176,"A 1550 Sq Ft Flat Available For Sale At Block F, Bashundhara R-A .","Block F, Bashundhara R-A, Dhaka","1,550",4,3,1,se,827500,image/177.png,1,"A 1550 Sq Ft Flat Available For Sale At Block F, Bashundhara R-A .",12,2021-01-5 15:08:13.753592
177,Check This 1085 Sq. ft Home Which Is Up For Sale In Bashundhara R-A Next To NSU,"Block D, Bashundhara R-A, Dhaka","1,085",3,3,0,re,8275000,image/178.png,1,Check This 1085 Sq. ft Home Which Is Up For Sale In Bashundhara R-A Next To NSU,27,2021-21-15 15:08:13.753592
178,"Classy And Modern Apartment Of 2350 Sq Ft Is Up For Sale In Chamilibag, Shantinagar","Shantinagar, Dhaka","2,350",2,2,2,se,788600,image/179.png,1,"Classy And Modern Apartment Of 2350 Sq Ft Is Up For Sale In Chamilibag, Shantinagar",78,2021-21-15 15:08:13.753592
